"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"6056",15000,50,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6057",15000,18000,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6058",15000,4010,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6059",15000,50000,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6060",15000,1e+05,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6061",15000,30000,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6062",15000,5e+05,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6063",15000,5e+06,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6064",15000,5e+06,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6065",15000,30000,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6066",15000,750,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6067",15000,180,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6068",15000,30000,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6069",15000,2330000,44136134,"15000 MG Plantago Seed 243 MG/MG / RICE BRAN 155 MG/MG Oral Powder [Super Fiber Blend]",243,155,NA,NA,NA,NA,NA,NA,NA
"6070",15000,3650000,44136134,"15000 MG Plantago Seed 243 MG/MG / RICE BRAN 155 MG/MG Oral Powder [Super Fiber Blend]",243,155,NA,NA,NA,NA,NA,NA,NA
"6071",15000,25.1,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6072",15000,2e+05,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6073",15000,1000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6074",15000,3500,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6075",15000,50,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6076",15000,5e+05,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6077",15000,80,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6078",15000,9000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6079",15000,2510000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6080",15000,650,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6081",15000,1,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6082",15000,100,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6083",15000,125000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6084",15000,50,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6085",15000,800,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6086",15000,15000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6087",15000,7.5,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6088",15000,150000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6089",15000,150,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6090",15000,10000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6091",15000,900,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6092",15000,1000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6093",15000,551000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6094",15000,15000,44136135,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / Magnesium Oxide 8.33 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,8.33,NA
"6095",15000,2e+06,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6096",15000,2510,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6097",15000,2510,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6098",15000,10000,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6099",15000,12.5,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6100",15000,7500,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6101",15000,37500,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6102",15000,49100,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6103",15000,2510,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6104",15000,1000,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6105",15000,10000,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6106",15000,125000,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6107",15000,15,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6108",15000,4010,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6109",15000,12.5,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6110",15000,1000,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6111",15000,25100,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6112",15000,200,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6113",15000,50000,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6114",15000,25.1,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6115",15000,70.1,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6116",15000,25.1,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6117",15000,75,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6118",15000,2510,44136136,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"6119",15000,251,44136137,"15000 MG Chromium 0.0167 MG/MG / Magnesium Chloride 8 MG/MG Oral Powder by Le Naturiste J.M.B",0.0167,8,NA,NA,NA,NA,NA,NA,NA
"6120",15000,120000,44136137,"15000 MG Chromium 0.0167 MG/MG / Magnesium Chloride 8 MG/MG Oral Powder by Le Naturiste J.M.B",0.0167,8,NA,NA,NA,NA,NA,NA,NA
"6121",15000,1000,44136138,"15000 MG alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / ... Oral Powder [Medipro] by Thorne",2.5,0.005,8.33,0.667,0.00167,NA,NA,NA,NA
